I,UPC
118658,011356575555
118659,011356575562
118660,011356575579
118661,011356575586
118662,011356575593
118663,011356575623
118664,062654472480
118665,062654702488
118666,062654708480
118667,062654705489
118682,713780241135
118683,713780241333
118684,713780241517
118685,713780241524
118686,713780241531
118687,713780241579
118688,713780241593
118707,850009585134
118708,850009585127
118709,850009585141
118710,850009585011
118711,850009585004
118712,850009585028
118713,850009585196
118714,850009585189
118715,850009585202
118717,684659980694
118728,819511020939
118732,819511021134
118735,819511021240
118762,819511021448
118763,819511021431
118770,619835060471
118771,619835060495
118778,787450524484
118779,787450524491
118780,787450524538
118781,787450525061
118782,787450525092
118838,022188880212
118839,022188880205
118851,022188871401
118852,022188871425
118853,022188879209
118854,022188879216
118855,022188882827
118856,022188882810
118867,741566903243
118868,741566903298
118869,741566903304
118870,741566903328
118871,741566903335
118872,741566903359
118873,741566904004
118949,850979006523
118950,850979006547
118951,850979006530
118989,736676311439
118991,736676032907
119007,812285025704
119052,022188882476
119056,098289112231
119057,098289112248
119079,741566903809
119084,736676085309
119088,725327933786
119089,727962703922
119160,747115442881
119161,747115442898
119162,747115442904
119163,747115443208
119164,747115442911
119165,747115442928
119166,747115442942
119167,747115442959
119168,747115442973
119169,011356575777
119170,011356575784
119171,011356575791
119172,011356575807
119173,011356575814
119174,011356575821
119175,011356575838
119176,011356575845
119177,011356575630
119178,011356575647
119179,011356575654
119180,011356575661
119181,011356575975
119182,011356575951
119183,011356575968
119184,011356575494
119185,011356575500
119186,011356575517
119187,011356575524
119188,011356575531
119189,011356575548
119190,062654472497
119191,062654702495
119192,062654705496
119193,062654708497
119194,062654919367
119195,062654919374
119196,062654966361
119197,062654966378
119198,062654267369
119199,062654267376
119201,011356232212
119202,011356232199
119203,011356232205
119204,011356232168
119205,011356232182
119206,011356232229
119207,011356232236
119208,011356232243
119209,011356232250
119210,011356576026
119211,011356576033
119212,011356576040
119213,011356576057
119214,011356576064
119215,011356576071
119218,764503035920
119221,811826021625
119222,811826027276
119226,848037057853
119252,806703013565
119254,806703912455
119258,806703023601
119259,806703023618
119260,806703023717
119261,806703023724
119262,806703023700
119263,806703023731
119264,806703064123
119265,806703064680
119267,806703064741
119269,806703064789
119270,806703064628
119271,806703064673
119273,806703064130
119274,806703064109
119275,806703064116
119276,806703064154
119277,806703064147
119278,806703063935
119279,806703063942
119280,806703063560
119294,806703018140
119295,806703018157
119296,806703018010
119297,806703018027
119298,806703018089
119299,806703018096
119300,806703018065
119301,806703018072
119304,806703018232
119305,806703018249
119306,806703018256
119307,806703018263
119308,806703018270
119309,806703018287
119311,806703018294
119312,806703018386
119317,806703019437
119318,806703019420
119319,806703018409
119320,806703018416
119322,806703018898
119323,619835016652
119331,725327619970
119356,860001150841
119357,787450606951
119365,847313016669
119366,043125015313
119367,043125015320
119368,043125015337
119369,043125015344
119370,043125280650
119372,043125065325
119373,043125300334
119375,043125300358
119376,043125308347
119377,043125065301
119378,043125065349
119379,043125300365
119380,043125280551
119381,043125300372
119382,043125065318
119383,043125065363
119384,043125300389
119388,043125280353
119398,043125015191
119399,043125015108
119400,043125015351
119401,043125015221
119402,043125015214
119403,043125015115
119404,043125015368
119405,043125015207
119406,043125015122
119407,043125015375
119411,043125015252
119412,043125015245
119413,043125015139
119414,043125015382
119415,043125015238
119416,043125015153
119417,043125015399
119418,043125015146
119419,043125015269
119420,043125015276
119421,043125015184
119422,043125015405
119423,043125015412
119424,043125015429
119425,043125015160
119426,043125015283
119427,043125015290
119428,043125015177
119430,043125015009
119433,043125014996
119450,043125308354
119473,747115442560
119477,747115442638
119478,736676049356
119479,736676049387
119485,819644025399
119486,813393018497
119487,813393018503
119492,819644025290
119493,819644025306
119494,819644025313
119495,819644025320
119496,819644025412
119499,819644025443
119500,819644022770
119501,819644022794
119502,819644022800
119503,819644022817
119504,819644022831
119514,819644025740
119515,819644025757
119532,736676038152
119533,736676038251
119537,023614736653
119538,023614736660
119539,023614736677
119540,023614736684
119541,023614736691
119542,023614736707
119543,023614736714
119544,023614736721
119545,023614740667
119546,023614740674
119547,023614740681
119548,023614740698
119549,023614737483
119550,023614737506
119551,023614737520
119552,023614740469
119562,023614250197
119563,023614250203
119564,023614243816
119625,023614736639
119626,023614736646
119627,818773021517
119628,818773021531
119629,816422025527
119630,816422025329
119631,816422025428
119632,816422025558
119633,816422025480
119634,816422025572
119635,816422025374
119636,816422027491
119637,816422028535
119638,816422028498
119640,816422027910
119641,816422025282
119642,816422028481
119644,818773021555
119645,818725012075
119646,818725012181
119657,098289003287
119658,098289003270
119659,4806015514145
119660,4806015564188
119661,4806015518686
119662,4806015564195
119665,015813501088
119667,798681607556
119727,847313016447
119728,847313016454
119731,847313016485
119736,847313016621
119741,098289111814
119775,810035751019
119778,810035751033
119781,678958744422
119782,678958744606
119783,678958538243
119784,678958538649
119785,678958938302
119786,678958735468
119788,678958635263
119789,678958635461
119790,678958732306
119791,678958735260
119793,678958522327
119794,678958522426
119796,678958523294
119797,678958740424
119798,678958799422
119799,678958799606
119859,811607032741
119860,811607032734
119861,811607032758
119862,811607032710
119863,811607032703
119864,811607032727
119881,810237023112
119882,810237023174
119883,810237023235
119884,810237023297
119910,642230259829
119911,642230259812
119915,752334100016
119916,752334100023
119917,752334100030
119918,752334100047
119971,4806015566366
119972,4806015515777
119973,4806015566328
119974,4806015567899
119975,4806015569220
119978,812285025452
119979,812285025445
119980,812285025438
119981,812285025759
119982,812285025599
119983,812285025605
120042,855959002373
120043,855959001901
120044,855959006616
120045,855959006579
120046,855959004940
120047,855959002892
120086,723364215926
120087,723364215933
120095,723364215575
120096,723364215582
120099,879971008946
120101,723364215940
120102,723364216183
120103,723364215957
120109,723364215308
120110,723364215315
120111,723364215452
120112,723364215360
120130,810059260009
120131,810059260023
120132,810059260085
120133,810059260429
120134,810059260450
120164,884110372406
120240,856169007080
120293,011356223135
120294,011356223142
120296,736676439348
120297,736676401734
120298,736676401741
120300,736676571055
120301,736676571208
120302,736676571215
120303,736676571246
120304,736676571253
120305,736676571222
120306,736676571239
120307,736676068418
120308,736676074167
120309,736676074174
120311,736676074198
120312,736676083787
120313,736676369263
120314,736676369232
120315,736676369249
120316,736676369256
120317,736676085422
120323,062654289019
120326,818004021392
120327,818004020777
120328,818004021422
120329,818004021446
120330,818004021453
120392,049533310125
120393,049533322012
120394,049533322036
120396,015813507004
120397,015813506915
120398,015813506984
120399,015813506922
120400,015813506939
120401,015813506946
120402,015813506953
120403,015813506960
120406,015813506977
120407,8053800941686
120408,8053800941020
120409,8053800941259
120410,8053800941266
120411,8053800941730
120412,8053800941273
120413,8053800941297
120416,8053800941068
120417,8053800941112
120418,8053800941693
120419,8053800941709
120420,8053800941716
120421,8053800941099
120422,8053800941075
120423,8053800941402
120424,8053800941389
120425,8053800941396
120426,8053800941419
120427,015813506991
120428,015813506373
120430,8053800941037
120431,8053800941044
120432,8053800941051
120433,8053800941310
120434,8053800941327
120435,8053800941341
120436,8053800941334
120437,8053800941723
120439,8053800941365
120440,8053800941372
120441,015813507653
120442,015813507660
120443,015813507677
120444,015813507684
120445,015813507691
120446,8053800941440
120451,015813281300
120452,015813281317
120453,015813281324
120454,015813281188
120457,015813281218
120458,015813281225
120459,015813281232
120460,015813281249
120461,8053800940436
120465,053800941532
120466,8053800941594
120467,8053800941587
120468,8053800941570
120469,015813280518
120470,015813281256
120472,015813281270
120474,015813281294
120475,015813281355
120476,015813281362
120478,015813280907
120479,884110757968
120490,640832008081
120491,640832008098
120492,640932008103
120493,640832007497
120494,640832007503
120495,798681626724
120496,798681626632
120497,798681626649
120498,798681626656
120499,798681626663
120501,798681621347
120502,798681604517
120505,798681621309
120506,798681626540
120508,798681626595
120509,798681626601
120510,798681626618
120511,798681626625
120512,798681621354
120513,798681621316
120514,798681626533
120515,798681626557
120517,798681616022
120518,798681591589
120519,798681618040
120522,798681622207
120571,791154082690
120572,791154082706
120616,048702016196
120638,736676137053
120705,713135218539
120713,713135218492
120768,602686422246
120769,602686422253
120776,754908212002
120779,752334600219
120781,752334038128
120782,098289007209
120795,706397932114
120848,619835500038
120850,681565226083
120852,043125049165
120853,043125048175
