I,Q,P,UPC
132600,24,770.0,082442942872
132601,0,850.0,082442942919
132602,24,780.0,082442942841
132603,7,810.0,082442942858
132605,4,1849.0,082442916705
132606,25,1849.0,082442916699
132607,0,1170.0,082442941011
132608,25,1170.0,082442942902
132609,0,1170.0,082442941004
132610,25,1170.0,082442942896
132611,25,920.0,082442941042
132612,25,920.0,082442942926
132613,8,1300.0,082442933702
132614,17,1300.0,082442933740
132633,0,698.86,860004938484
132635,0,698.86,860004938477
132648,12,1075.97,806703912066
132649,15,1029.0,806703912073
132650,25,1262.75,806703912516
132660,0,995.08,806703023281
132665,17,654.77,806703063997
132666,25,654.77,806703063973
132667,25,654.77,806703063980
132668,10,529.0,806703063577
132669,12,613.85,806703063584
132670,22,579.0,806703063591
132729,0,717.22,856169007363
132774,25,1204.0,845737013141
132775,25,1204.0,845737013158
132779,16,1191.11,811777020555
132780,0,1138.89,811777020883
132781,0,1331.11,811777020876
132782,25,1138.89,811777020890
132783,0,1331.11,811777020906
132784,13,1094.44,811777020852
132785,0,5442.0,810021510446
132786,0,5442.0,810021510453
132787,0,5442.0,810021510460
132788,0,5442.0,810021510538
132789,0,5442.0,810021510545
132790,0,5442.0,810021510552
132791,1,5442.0,810021510569
132792,0,5442.0,810021510576
132793,0,5442.0,810021510583
132794,0,5442.0,810021510590
132795,0,5442.0,810021510620
132796,0,5442.0,810021510637
132797,0,5442.0,810021510651
132798,0,5442.0,810021510668
132824,21,684.91,787450685048
132825,25,749.0,854164007067
132912,0,368.04,812052024800
132918,6,1219.56,897903002312
132923,0,344.44,858763007169
132924,25,327.78,850020252077
132925,25,361.11,850020252084
132974,25,1049.0,011356576477
132975,0,1144.04,011356576484
132976,25,1049.0,011356576491
132980,25,1029.0,011356576538
132981,11,1127.67,011356576545
132982,25,1029.0,011356576552
132983,11,1127.67,011356576569
132984,0,1127.67,011356576576
132985,6,1127.67,011356576583
132986,4,1127.67,011356576590
132987,25,1029.0,011356576606
132988,15,725.0,810038641652
132989,7,870.0,810038641676
132990,25,705.97,810038641669
132992,0,2209.0,098289112170
132994,13,1190.0,098289023643
132996,25,1019.0,098289023506
132997,0,1274.0,098289023568
133014,0,3399.0,642230262584
133016,0,477.53,850023353085
133050,15,465.07,850013439089
133051,0,490.0,706397943950
133052,0,463.0,706397943943
133055,25,539.0,845737012793
133056,5,539.0,845737012809
133057,25,539.0,845737012816
133058,11,539.0,845737012823
133120,2,859.0,642230260993
133121,25,659.0,640832008579
133122,25,374.51,725327935445
133146,25,520.0,082442932897
133147,1,2365.0,853418215210
133156,2,2480.53,853418195215
133159,2,1825.0,853418167212
133344,0,1807.88,048702019784
133345,0,1807.88,048702019777
133346,0,1807.88,048702019753
133347,0,1807.88,048702019760
133385,0,606.33,043125139132
133386,18,582.56,043125139156
133387,5,582.56,043125139170
133388,4,606.33,043125439010
133389,4,606.33,043125439034
133390,0,606.33,043125439140
133431,0,2127.0,098289023582
133489,6,440.88,040589026893
133491,0,441.99,040589027685
133492,0,373.99,040589027692
133493,0,458.98,040589027722
133521,0,594.67,040589024202
133522,20,185.06,040589026022
133580,21,462.88,043125110087
133581,0,534.95,043125110094
133582,0,462.88,043125110100
133583,0,534.95,043125110117
133584,0,462.88,043125110131
133585,0,534.95,043125110148
133596,25,600.33,043125169511
133597,25,600.33,043125169597
133598,0,600.33,043125169672
133600,25,600.33,043125169719
133601,25,600.33,043125169795
133602,5,600.33,043125169856
133603,9,600.33,043125169870
133679,25,1204.0,845737012885
133690,25,540.0,723364216954
133691,25,540.0,723364218262
133692,25,540.0,723364216961
133728,0,849.0,642230262485
133762,0,365.0,764503040948
133763,0,399.0,764503992056
133764,0,399.0,764503043697
133765,0,438.0,764503039140
133766,0,478.0,764503048036
133767,0,421.0,764503040740
133768,0,348.0,764503040962
133769,0,348.0,764503040757
133770,0,348.0,764503043451
133771,0,393.0,764503043475
133775,0,376.0,764503992117
133934,25,337.56,787450524873
133935,0,343.0,787450720848
133964,0,532.17,641996200441
133967,0,1378.65,048702018848
134047,0,1242.56,8053800943024
134049,0,492.02,8053670713857
134050,2,618.95,8053800943178
134052,0,1205.19,8053800943123
134053,0,1296.52,8053800941549
134054,0,1577.25,8053800943130
134055,0,1599.79,8053670712058
134056,0,1678.71,8053800941563
134057,0,1541.57,8053670710627
134058,0,401.8,8053800942126
134059,0,285.44,8053800942805
134060,0,291.58,8053800942812
134061,0,103.56,8053800941426
134062,0,105.94,8053800941433
134063,0,541.21,8053800943147
134065,0,370.33,8053800940979
134066,0,429.3,8053800940962
134067,0,206.08,8053800943000
134068,0,478.06,8053800941129
134140,0,1538.04,810059260351
134149,0,879.0,798681402144
134150,0,879.0,798681406562
134151,0,879.0,798681406623
134152,0,879.0,798681406586
134153,25,415.0,810065120076
134164,25,630.0,810496022819
134165,12,630.0,810496022734
134166,25,630.0,810496022802
134173,0,561.07,048702022135
134186,7,679.0,642230261129
134223,0,3634.44,853418631126
134224,2,5852.22,853418661123
134225,9,4063.33,853418671122
134226,2,2754.44,853418410202
134227,0,2754.89,853418410288
134228,2,2754.89,853418410417
134229,0,3322.22,853418510209
134230,0,3322.22,853418510285
134231,0,8688.89,853418714164
134232,0,8688.89,853418714706
134233,0,8688.89,853418715000
134253,0,328.09,752334900333
134254,0,394.0,764503037832
134309,0,543.01,839665004814
134310,22,784.72,839665000236
134311,8,789.67,839665000243
134324,0,1091.91,810059260856
134328,0,639.0,706397941550
134369,0,2453.0,818773022569
134370,3,1672.0,818773022262
134371,0,849.0,098289001337
134417,24,629.0,642230261990
134418,25,629.0,642230261952
134424,25,540.0,723364220289
134425,24,540.0,723364218675
134426,13,540.0,723364218613
134434,0,651.0,736676017560
134467,17,490.0,706397934736
134506,25,326.0,022188884920
134507,19,326.0,022188885149
134508,25,326.0,022188885118
134509,25,326.0,022188885125
134510,25,461.0,022188885132
134511,25,678.0,022188886290
134512,25,468.0,022188886504
134513,14,685.0,022188886511
134514,25,461.0,022188886528
134515,13,487.0,022188886535
134576,0,828.87,858944006271
134577,4,825.58,810012511049
134578,5,837.11,810012511056
134579,7,828.87,839665004999
134580,0,998.87,810012512220
134581,0,993.92,810012512237
134582,0,998.87,810012512244
134583,2,605.17,810012512251
134584,0,486.56,810012512268
134585,0,486.56,810012512275
134587,0,1368.19,810012512282
134588,0,3247.48,810012512299
134589,0,3239.24,810012512305
134590,0,3414.18,810012512312
134591,0,1005.46,810012512329
134592,0,506.32,839665001349
134593,0,1189.97,810012510783
134594,0,1104.3,810012510738
134595,0,1181.72,810012510790
134596,0,943.18,810012511773
134610,0,421.35,814034026437
134746,0,880.67,839665003558
134747,0,1131.3,839665002735
134748,0,2214.8,839665007723
134749,0,1371.26,839665005842
134750,0,2257.68,8029874002837
134751,0,2207.14,802987400312
134752,2,2061.68,839665008737
134753,0,1129.64,810012511650
134754,0,1102.46,858944006509
134757,0,1642.42,839665006467
134770,0,5442.0,810021510644
134778,25,289.0,810065120106
134929,0,1061.84,023614849285
134930,0,1020.96,023614849315
134931,0,1020.96,023614849308
134933,13,1562.6,023614997641
134937,2,1562.6,023614997689
134942,2,1705.68,023614997610
134943,0,1705.68,023614997603
134944,1,1317.33,023614744061
134945,4,1317.33,023614744054
134946,0,1705.68,023614997559
134947,0,1705.68,023614997542
134948,0,1562.6,023614997634
134949,11,1562.6,023614997627
134951,25,1562.6,023614849445
134952,25,1562.6,023614849438
134953,0,1705.68,023614849421
134958,0,1460.41,023614743552
134959,0,1460.41,023614743545
134968,0,1736.34,023614997511
134969,0,1736.34,023614997504
134970,0,1562.6,023614997535
134971,0,1562.6,023614997528
134982,5,2860.52,023614744030
134983,0,2298.43,023614744023
134984,0,2298.43,023614744016
134988,0,3024.03,023614743484
134989,0,2799.2,023614744177
134993,0,1664.8,023614744528
134994,0,1664.8,023614744511
134995,4,1715.9,023614744542
134996,10,1715.9,023614744535
134997,0,1664.8,023614744566
134998,0,1664.8,023614744559
134999,0,1715.9,023614744580
135000,0,1715.9,023614744573
135001,1,1715.9,023614744603
135002,1,1715.9,023614744597
135003,0,1828.32,023614744627
135004,0,1828.32,023614744610
135005,0,1879.42,023614744641
135006,17,1879.42,023614744634
135007,0,1828.32,023614744665
135008,0,1828.32,023614744658
135009,0,1879.42,023614744689
135010,4,1879.42,023614744672
135011,3,1879.42,023614744702
135012,3,1879.42,023614744696
135017,0,1971.4,023614849360
135018,0,1971.4,023614849353
135019,0,1971.4,023614849346
135055,0,847.22,023614744740
135059,0,867.66,023614744801
135067,4,1010.74,023614997818
135068,2,1041.4,023614997795
135069,2,1041.4,023614997832
135070,1,1041.4,023614997801
135071,0,2022.49,023614849568
135072,0,2022.49,023614849582
135074,0,2022.49,023614849537
135075,3,2002.05,023614849506
135076,10,2042.93,023614849575
135077,14,2022.49,023614849520
135078,2,2022.49,023614849605
135079,1,2022.49,023614849513
135080,6,2053.15,023614849674
135081,2,2053.15,023614849698
135082,5,2032.71,023614849643
135083,8,2073.59,023614849681
135084,2,2053.15,023614849667
135085,7,2053.15,023614849711
135086,0,2053.15,023614849650
135087,1,2022.49,023614849810
135088,6,2022.49,023614849834
135089,0,2022.49,023614849780
135090,6,2002.05,023614849759
135091,5,2042.93,023614849827
135092,8,2022.49,023614849773
135093,6,2022.49,023614849858
135094,7,2022.49,023614849766
135095,6,2053.15,023614849926
135096,0,2053.15,023614849940
135097,12,2032.71,023614849896
135098,8,2073.59,023614849933
135099,1,2053.15,023614849919
135100,1,2053.15,023614849964
135101,0,2053.15,023614849902
135102,0,1797.66,023614850069
135104,11,1777.22,023614850007
135105,10,1797.66,023614850045
135106,3,1818.1,023614850076
135107,10,1797.66,023614850021
135108,11,1797.66,023614850090
135109,0,1797.66,023614850014
135110,0,1828.32,023614850175
135111,0,1828.32,023614850199
135112,10,1807.88,023614850137
135113,6,1828.32,023614850168
135115,16,1828.32,023614850151
135116,11,1828.32,023614850205
135117,0,1828.32,023614850144
135119,2,2186.01,023614850434
135120,7,2155.35,023614850359
135123,9,2186.01,023614850373
135124,0,2186.01,023614850441
135125,6,2186.01,023614850366
135127,0,2206.45,023614850632
135128,1,2186.01,023614850571
135130,0,2237.11,023614850625
135131,0,2206.45,023614850595
135132,0,2206.45,023614850649
135133,6,2206.45,023614850588
135147,25,632.6,023614850908
135148,25,612.16,023614850915
135155,0,724.58,023614850984
135156,0,724.58,023614850991
135157,0,806.34,023614851004
135158,0,806.34,023614851011
135171,0,785.9,048702020315
135172,0,785.9,048702020322
135173,0,898.32,048702020339
135174,0,898.32,048702020346
135175,0,785.9,048702017407
135176,0,785.9,048702017391
135177,0,898.32,048702020353
135178,0,898.32,048702020360
135179,0,877.88,048702018268
135180,0,785.9,048702020377
135181,0,785.9,048702020384
135182,0,898.32,048702020391
135183,0,898.32,048702020407
135184,0,734.8,048702018657
135185,0,734.8,048702018664
135186,0,857.44,048702018671
135187,0,857.44,048702018688
135188,0,806.34,048702019050
135189,0,806.34,048702019067
135190,0,918.76,048702019074
135191,0,918.76,048702019081
135192,0,785.9,048702020414
135193,0,785.9,048702020421
135194,0,898.32,048702020438
135195,0,898.32,048702020445
135196,0,898.32,048702022579
135197,0,898.32,048702022586
135198,0,898.32,048702022593
135199,0,918.76,048702022609
135200,0,918.76,048702022616
135201,0,918.76,048702022623
135202,0,898.32,048702022654
135203,0,898.32,048702022661
135204,0,806.34,048702022630
135205,0,806.34,048702022647
135206,0,918.76,048702023088
135207,0,918.76,048702023095
135208,0,877.88,048702022692
135209,0,877.88,048702022708
135210,0,785.9,048702022678
135211,0,785.9,048702022685
135212,0,898.32,048702023101
135213,0,898.32,048702023118
135214,25,356.67,048702004124
135215,25,356.67,048702004117
135216,25,377.11,048702006982
135217,25,377.11,048702006999
135218,25,346.45,048702016776
135219,25,326.01,048702020131
135220,25,326.01,048702020148
135221,25,346.45,048702020155
135222,25,346.45,048702020162
135223,25,326.01,048702017384
135224,4,326.01,048702017377
135225,25,346.45,048702020179
135226,7,346.45,048702020186
135227,25,356.67,048702018305
135228,19,377.11,048702018336
135229,23,346.45,048702018350
135230,24,326.01,048702020193
135231,12,326.01,048702020209
135232,19,346.45,048702020216
135233,10,346.45,048702020223
135234,11,326.01,048702020230
135235,4,326.01,048702020247
135236,10,346.45,048702020254
135237,11,346.45,048702020261
135238,25,356.67,048702019302
135239,25,377.11,048702019326
135240,5,387.33,048702019654
135241,1,387.33,048702019661
135242,7,407.77,048702019678
135243,13,407.77,048702019685
135244,4,387.33,048702022487
135245,25,387.33,048702022494
135246,25,387.33,048702022500
135247,25,366.89,048702022517
135248,1,366.89,048702022524
135249,25,366.89,048702022531
135250,25,387.33,048702022548
135251,25,387.33,048702022555
135252,7,387.33,048702022562
135253,0,244.25,048702020742
135254,25,234.03,048702023187
135255,25,254.47,048702023194
135256,0,1429.75,048702019708
135257,0,1429.75,048702019722
135258,0,1245.79,048702019746
135259,0,1215.13,048702019739
135260,0,1399.09,048702019999
135261,0,1347.99,048702019982
135262,0,1399.09,048702019975
135263,0,1705.68,048702021725
135264,0,1705.68,048702021732
135265,0,1368.43,048702021756
135266,0,1368.43,048702021763
135267,0,1368.43,048702021770
135268,0,1368.43,048702021787
135269,0,1368.43,048702021817
135270,0,1368.43,048702021800
135271,0,1368.43,048702021794
135272,0,1000.52,048702019142
135273,0,1000.52,048702019159
135274,0,1317.33,048702019166
135275,0,1399.09,048702022319
135276,0,1399.09,048702022326
135277,0,1347.99,048702018879
135278,0,1378.65,048702018916
135279,0,1378.65,048702018855
135281,0,1378.65,048702022227
135282,0,1378.65,048702022234
135283,0,1613.7,048702018541
135284,0,1726.12,048702018602
135285,0,1644.36,048702022296
135286,0,1726.12,048702022302
135287,0,1327.55,048702023422
135288,0,1327.55,048702023477
135289,0,1358.21,048702023507
135290,0,1429.75,048702023521
135291,0,1358.21,048702023408
135292,0,1358.21,048702023439
135293,0,1358.21,048702023446
135294,0,612.16,048702020940
135295,0,653.04,048702018473
135296,0,653.04,048702023231
135297,0,561.07,048702021145
135298,0,561.07,048702007415
135299,0,561.07,048702007118
135300,0,561.07,048702023217
135301,0,683.7,048702021138
135302,0,683.7,048702009501
135303,0,683.7,048702009549
135304,0,683.7,048702009556
135305,0,683.7,048702020926
135306,0,683.7,048702018503
135307,0,704.14,048702023200
135308,0,612.16,048702015960
135309,0,612.16,048702015991
135310,0,612.16,048702016011
135311,0,612.16,048702016004
135312,0,612.16,048702020933
135313,0,612.16,048702018480
135314,0,612.16,048702023224
135315,0,540.63,048702022746
135316,0,540.63,048702022753
135317,0,540.63,048702022838
135318,0,540.63,048702022845
135319,0,540.63,048702022821
135320,0,540.63,048702022814
135321,0,540.63,048702022739
135322,0,540.63,048702022791
135323,0,540.63,048702022760
135324,0,540.63,048702022807
135325,0,601.95,048702022951
135326,0,601.95,048702022968
135327,0,601.95,048702023040
135328,0,601.95,048702023057
135329,0,601.95,048702023019
135330,0,591.73,048702023002
135331,0,601.95,048702022944
135332,0,601.95,048702022982
135333,0,601.95,048702022975
135334,0,601.95,048702022999
135335,0,622.38,048702023255
135336,0,622.38,048702023262
135337,0,622.38,048702023286
135338,0,622.38,048702023293
135339,0,622.38,048702023354
135340,0,622.38,048702023361
135342,0,622.38,048702023385
135343,0,622.38,048702023347
135344,0,622.38,048702023330
135345,0,622.38,048702023279
135346,0,622.38,048702023316
135347,0,622.38,048702023309
135348,0,622.38,048702023323
135381,0,601.95,023614257929
135396,0,806.34,048702006975
135402,0,837.0,048702018633
135423,0,571.29,048702023378
135424,3,810.0,850028892039
135425,0,319.85,855959001369
135426,25,295.0,855959009761
135463,0,969.0,642230260764
135467,25,705.0,082442948133
135469,0,136.78,819644024699
135470,0,136.78,819644024705
135471,0,136.78,819644024798
135473,25,343.0,812285025834
135475,0,237.36,725327625766
135476,25,237.36,725327626480
135477,25,237.36,725327625810
135478,19,237.36,725327625803
135479,25,237.36,725327625957
135480,0,237.36,725327625773
135481,25,237.36,725327625988
135482,25,217.0,725327625704
135483,19,248.97,725327626497
135484,25,217.0,725327625759
135485,25,248.97,725327625742
135486,25,248.97,725327625995
135487,4,248.97,725327625711
